,Unnamed: 0,Time(sec),Distance(feet),SOC,Elevation(feet),Surplus(Foot-pound)
16079,16079.0,15202.666660000044,668917.3330400015,0.7112070862600028,323.5,0.0
16080,16080.0,15203.666660000044,668961.3330400015,0.7112493386468247,322.98108109230094,0.0
16081,16081.0,15204.666660000044,669005.3330400015,0.7112915910336466,322.4621621846019,0.0
16082,16082.0,15205.666660000044,669049.3330400015,0.7113338434204685,321.9432432769028,0.0
16083,16083.0,15206.666660000044,669093.3330400015,0.7113760958072903,321.42432436920376,0.0
16084,16084.0,15207.666660000044,669137.3330400015,0.7114183481941122,320.9054054615047,0.0
16085,16085.0,15208.666660000044,669181.3330400015,0.7114606005809341,320.38648655380564,0.0
16086,16086.0,15209.666660000044,669225.3330400015,0.711502852967756,319.8675676461066,0.0
16087,16087.0,15210.666660000044,669269.3330400015,0.7115451053545777,319.3486487384075,0.0
16088,16088.0,15211.666660000044,669313.3330400015,0.7115873577413995,318.82972983070846,0.0
16089,16089.0,15212.666660000044,669357.3330400015,0.7116296101282213,318.3108109230094,0.0
16090,16090.0,15213.666660000044,669401.3330400015,0.7116718625150432,317.79189201531034,0.0
16091,16091.0,15214.666660000044,669445.3330400015,0.7117141149018651,317.2729731076113,0.0
16092,16092.0,15215.666660000044,669489.3330400015,0.711756367288687,316.7540541999122,0.0
16093,16093.0,15216.666660000044,669533.3330400015,0.7117986196755087,316.2351352922132,0.0
16094,16094.0,15217.666660000044,669577.3330400015,0.7118408720623306,315.7162163845141,0.0
16095,16095.0,15218.666660000044,669621.3330400015,0.7118831244491525,315.19729747681504,0.0
16096,16096.0,15219.666660000044,669665.3330400015,0.7119253768359743,314.678378569116,0.0
16097,16097.0,15220.666660000044,669709.3330400015,0.7119676292227961,314.1594596614169,0.0
16098,16098.0,15221.666660000044,669753.3330400015,0.712009881609618,313.64054075371786,0.0
16099,16099.0,15222.666660000044,669797.3330400015,0.7120521339964399,313.1216218460188,0.0
16100,16100.0,15223.666660000044,669841.3330400015,0.7120943863832617,312.60270293831974,0.0
16101,16101.0,15224.666660000044,669885.3330400015,0.7121366387700836,312.0837840306207,0.0
16102,16102.0,15225.666660000044,669929.3330400015,0.7121788911569055,311.5648651229216,0.0
16103,16103.0,15226.666660000044,669973.3330400015,0.7122211435437273,311.04594621522256,0.0
