Elev,MP
264.1692268,580.150238
263.9119588,580.1567892
263.7,580.161512
262,580.1993127
261.147917,580.2267232
261.0520351,580.2541337
261.7123542,580.2815442
263.1288743,580.3089547
264.5,580.3298969
316,581.1130137
316.6846211,581.1246167
317.2191462,581.1362196
317.6035755,581.1478226
317.8379089,581.1594255
318,581.1712329
322.5,581.5136986
322.6520924,581.5247776
322.7318809,581.5425558
322.4831284,581.560334
321.9058347,581.5781122
321,581.5958904
313,581.7328767
312.5191823,581.7438153
312.3935633,581.7547539
312.6231429,581.7656926
313.2079211,581.7766312
313.5,581.7808219
331,582.0273973
332.0732518,582.0427963
332.6730005,582.0543575
332.8607081,582.0659187
332.6363746,582.0774799
332,582.0890411
321,582.2431507
320.8995359,582.2447063
320.8248424,582.2462619
320.7759194,582.2478176
320.752767,582.2493732
320.5,582.2876712
320,582.3630137
319.9189498,582.375294
319.8613442,582.3816418
319.7723174,582.3879895
319.6518693,582.3943372
319.5,582.4006849
319.4945205,582.4008925
319.2781678,582.4102584
319.1236301,582.4196243
319.0309075,582.4289902
319,582.4383562
319,582.5136986
319,582.5279301
319.0625,582.5346462
319.25,582.5413623
319.5625,582.5480784
320,582.5547945
328.5,582.6712329
328.71875,582.6745909
328.875,582.677949
328.96875,582.681307
329,582.6846651
329,582.7123288
329,582.8013699
328.9871062,582.8069516
328.9484247,582.8125334
328.8839555,582.8181151
328.7936986,582.8236969
328.7,582.8287671
328,582.8630137
329.5,582.9178082
329.5,582.9726027
329.5,582.9875361
329.4375,582.9941123
329.25,583.0006885
328.9375,583.0072647
328.5,583.0138408
316.5,583.16609
316,583.1726661
315.3044905,583.1848629
315.072654,583.1970597
315.3044905,583.2092565
316,583.2214533
327.5,583.3737024
328.3928767,583.3880791
328.8853348,583.4024557
328.9773742,583.4168324
328.6689948,583.4312091
328.5,583.4359862
311,583.9273356
310.86875,583.9315758
310.775,583.935816
310.71875,583.9400561
310.7,583.9442963
310.7,583.9723183
310.7,584.0622837
310.7,584.0721925
310.7375,584.0835561
310.85,584.0949198
311.0375,584.1062834
311.3,584.1176471
313.0083291,584.1823565
313.1730937,584.1938608
313.0599604,584.2053651
312.6689292,584.2168694
312,584.2283737
298.7,584.4152249
298.175,584.423769
297.8,584.4323131
297.575,584.4408572
297.5,584.4494013
297.5,584.449827
297.5,584.4982699
297.5,584.5029809
297.375,584.516509
297,584.5300371
296.375,584.5435653
295.5,584.5570934
283,584.7231834
282.9034123,584.72449
282.0643066,584.7397343
281.8007027,584.7549786
282.1126005,584.7702229
283,584.7854671
302,585.0380623
303.1656405,585.0531832
304.2746179,585.0736244
304.4500036,585.0940656
303.6917977,585.1145069
302,585.1349481
298,585.1730104
296.6874423,585.1883083
295.9806805,585.2036061
295.8797145,585.218904
296.3845444,585.2342019
299,585.283737
300.0645082,585.3038982
300.2284417,585.3075084
300.3390015,585.3111186
300.3961876,585.3147289
300.4,585.3183391
299.7,585.4290657
299.4829093,585.4633288
299.4358818,585.4668738
299.3397211,585.4704187
299.1944272,585.4739637
299,585.4775087
288.5,585.6539792
287.7488452,585.6661386
287.473338,585.6717493
287.3400281,585.6773599
287.3489154,585.6829706
287.5,585.6885813
290.5,585.7647059
290.6468688,585.7684147
291.0871844,585.7856536
291.0428115,585.8028925
290.5137501,585.8201314
289.5,585.8373702
262,586.2137931
261.8183656,586.2165424
261.6741105,586.2192917
261.5672347,586.222041
261.4977382,586.2247903
261,586.2517241
250,586.8310345
249.8426697,586.8489577
250.0331222,586.866881
250.5713574,586.8848042
251.4573754,586.9027275
251.5,586.9034483
256,586.9758621
257.1564352,587.0024505
257.4810793,587.0290388
256.9739325,587.0556272
255.6349947,587.0822156
255,587.0918367
250,587.170068
249.5625,587.1776438
249.25,587.1852195
249.0625,587.1927953
249,587.2003711
249,587.2108844
248.9843112,587.2140538
248.9372449,587.2172233
248.858801,587.2203927
248.7489796,587.2235622
247.5,587.255102
246,587.292517
237.5,587.4251701
236.1355355,587.4465272
235.759468,587.4522423
235.3615229,587.4579575
234.9417002,587.4636726
234.5,587.4693878
233.8076667,587.4786056
233.1907722,587.4878234
232.6493165,587.4970413
232.1832995,587.5062591
232,587.5102041
228.5,587.5782313
227.0372672,587.6097123
226.9223586,587.6120461
226.7945112,587.61438
226.653725,587.6167138
226.5,587.6190476
200.5,587.9897959
200.4369827,587.990732
200.3764366,587.9916681
200.3183618,587.9926042
200.2627582,587.9935403
198.5,588.0238908
191,588.1501706
190.7554069,588.1546464
190.5415356,588.1591222
190.3583861,588.163598
190.2059585,588.1680738
189.5,588.1911263
186,588.3037543
185.8815347,588.3074475
185.7523441,588.3111408
185.6124283,588.3148341
185.4617872,588.3185273
184.5,588.3412969
183.9070199,588.3553353
183.6058964,588.3620646
183.2710185,588.3687939
182.9023864,588.3755232
182.5,588.3822526
166,588.6518771
165.9539659,588.652616
164.6616058,588.6763221
163.7384915,588.7000281
163.1846229,588.7237342
163,588.7474403
163,588.7872993
162.875,588.8012253
162.5,588.8151514
161.875,588.8290774
161,588.8430034
142,589.1030928
139.375,589.1448709
137.5,589.1866489
136.375,589.228427
136,589.2702051
136,589.2817869
136,589.6013746
136,589.6017553
136.03125,589.6076739
136.125,589.6135924
136.28125,589.619511
136.5,589.6254296
136.71875,589.6313481
136.875,589.6372667
136.96875,589.6431852
137,589.6491038
137,589.6494845
137,589.8556701
136.7,589.9037801
136.7,590.1080139
136.729223,590.1163681
136.816892,590.1247223
136.963007,590.1330765
137.1675679,590.1414307
137.5,590.1533101
146.5,590.4878049
146.5049053,590.4879802
146.9294847,590.5097133
146.9868603,590.5314465
146.6770321,590.5531797
146,590.5749129
145.513089,590.5872086
144.7730789,590.6146225
144.7242274,590.6420364
145.3665344,590.6694502
146.7,590.6968641
156,590.8432056
157.7466484,590.8817272
158.2678463,590.9202489
157.5635936,590.9587705
155.6338903,590.9972922
155,591.0068966
152.5,591.0482759
152.0625,591.0558516
151.75,591.0634274
151.5625,591.0710031
151.5,591.0785789
151.5,591.0896552
151.5,591.1448276
151.5798276,591.152891
151.8193103,591.1609544
152.2184483,591.1690178
152.7772414,591.1770812
153.5,591.1862069
153.9375,591.19252
154.25,591.1988332
154.4375,591.2051463
154.5,591.2114594
154.5,591.262069
154.4656897,591.2672675
154.3627586,591.272466
154.1912069,591.2776646
153.9510345,591.2828631
152.5,591.3103448
152.1204741,591.318012
151.7915517,591.3256792
151.5132328,591.3333464
151.2855172,591.3410136
149,591.4275862
148.7779569,591.4354101
148.524931,591.4432341
148.2409224,591.451058
147.925931,591.4588819
147.5,591.4689655
147.1188397,591.4787539
146.8022828,591.4885423
146.5503293,591.4983307
146.3629793,591.5081191
146,591.5310345
145.6855172,591.5508882
145.4343103,591.5631661
145.0696552,591.5754441
144.5915517,591.587722
144,591.6
142,591.6344828
141.5625,591.6439525
141.25,591.6534222
141.0625,591.6628918
141,591.6723615
141,591.6862069
141,591.737931
141.0138121,591.7442727
141.0552483,591.7506143
141.1243086,591.7569559
141.2209931,591.7632976
141.5,591.7793103
142.5,591.8344828
142.7229822,591.8453462
143.013361,591.8562096
143.3711363,591.867073
143.7963081,591.8779364
144,591.8827586
144.1248621,591.8855408
144.2644138,591.8883229
144.4186552,591.891105
144.5875862,591.8938871
150,591.9793103
150.5061689,591.9872991
150.9478236,591.9939708
151.427347,592.0006426
151.9447392,592.0073143
152.5,592.013986
165.5,592.1678322
167.1458577,592.1890734
168.4272154,592.2103147
169.3440731,592.2315559
169.8964308,592.2527972
170,592.2587413
171,592.3181818
171.0793176,592.3217374
171.1933659,592.325293
171.342145,592.3288485
171.5256549,592.3324041
172.5,592.3496503
187.5,592.6223776
187.6455277,592.6249535
188.2075496,592.6391697
188.2873023,592.6533858
187.8847858,592.667602
187,592.6818182
179.5,592.7762238
179.4348416,592.7770465
178.8280543,592.7873303
178.6366516,592.7976142
178.8606335,592.807898
179.5,592.8181818
193.5,592.986014
194.8090313,593.0050483
195.6004801,593.0240827
195.8743465,593.0431171
195.6306305,593.0621514
193.5,593.1428571
193.1487245,593.1605983
193.0316327,593.1783395
193.1487245,593.1960807
193.5,593.2138219
194.5,593.2517007
195.3167116,593.2940788
195.5292804,593.336457
195.1377063,593.3788351
194.1419894,593.4212133
193.5,593.4421769
190,593.5578231
189.7771805,593.5644952
189.5173712,593.5711672
189.2205722,593.5778393
188.8867833,593.5845113
188.5,593.5918367
187.9158861,593.6028995
187.5640829,593.6103379
187.2941675,593.6177763
187.1061399,593.6252147
187,593.6326531
186,593.7482993
185.667586,593.7672196
185.0020087,593.7861399
184.0032681,593.8050601
182.6713643,593.8239804
182.2,593.829932
179.5,593.8639456
173.5,593.9591837
172.2755987,593.9785082
171.7285246,593.9890006
171.4169001,593.999493
171.3407253,594.0099854
171.5,594.0204778
172.4502147,594.0564708
172.4778914,594.0577115
172.4954145,594.0589521
172.502784,594.0601928
172.5,594.0614334
172,594.1433447
171.9934061,594.1443854
172.0048447,594.1552174
172.1764232,594.1660494
172.5081416,594.1768813
173,594.1877133
173.7223003,594.2035741
174.2143019,594.2194349
174.4760049,594.2352957
174.5074092,594.2511565
174.5,594.2525597
174,594.3481229
173.9948549,594.3490973
174.155753,594.3795704
174.9602432,594.4100435
176.4083255,594.4405166
178.5,594.4709898
183,594.5290102
183.1064846,594.5303547
184.4448805,594.5487899
185.5399317,594.5672252
186.3916382,594.5856604
187,594.6040956
188,594.6382253
188.1655581,594.6437022
188.3730479,594.6491792
188.6224695,594.6546562
188.9138228,594.6601332
190,594.6791809
196.5,594.7849829
197.7190183,594.8063602
197.9406699,594.8104016
198.1447173,594.8144429
198.3311607,594.8184843
198.5,594.8225256
200,594.8600683
200.3791296,594.8689194
200.8155083,594.8777705
201.3091361,594.8866217
201.8600131,594.8954728
202,594.8976109
235.5,595.4041812
237.5,595.4425087
245.5,595.554007
246.6701463,595.57067
248.1269573,595.5943788
249.1675366,595.6180876
249.7918841,595.6417964
250,595.6655052
250,595.6721982
250.0625,595.6827201
250.25,595.6932419
250.5625,595.7037638
251,595.7142857
254.5,595.7909408
254.9135976,595.7991863
255.3707317,595.8074319
255.8714024,595.8156775
256.4156098,595.823923
257.5,595.8397213
258.9971893,595.8615335
259.2724172,595.8656623
259.531295,595.8697911
259.7738226,595.8739199
260,595.8780488
261.0145253,595.9036681
261.3527003,595.9292874
261.0145253,595.9549068
260,595.9805261
257.5,596.0278746
257.2268293,596.0330483
256.6871951,596.04395
256.2195122,596.0548517
255.8237805,596.0657534
255.5,596.0766551
255.1557491,596.0896949
254.8688589,596.1021143
254.6639373,596.1145338
254.5409843,596.1269533
254.5,596.1393728
254.5,596.1522411
254.40625,596.1664456
254.125,596.1806501
253.65625,596.1948547
253,596.2090592
245.3,596.3554007
204,596.9756098
201.1771496,597.0324854
200.2762399,597.089361
201.2972709,597.1462366
204.2402426,597.2031122
204.5,597.2068966
205.0623448,597.2147858
205.6663448,597.222675
206.312,597.2305643
206.9993103,597.2384535
208.5,597.2551724
209.2291995,597.2637371
209.8792611,597.2723018
210.4501847,597.2808665
210.9419704,597.2894313
211.5,597.3
212.5011092,597.3176376
213.641908,597.3352752
214.9223966,597.3529127
216.3425747,597.3705503
216.5,597.3724138
217.524,597.384535
218.0563276,597.3909875
218.5631034,597.3974399
219.0443276,597.4038924
219.5,597.4103448
220.6892414,597.4276706
222.1376983,597.4517874
223.1723103,597.4759043
223.7930776,597.5000211
224,597.5241379
224,597.5307642
224.0625,597.5385904
224.25,597.5464166
224.5625,597.5542428
225,597.562069
242,597.8241379
243.4763559,597.8525611
244.2736256,597.8809843
244.3918092,597.9094074
243.8309065,597.9378306
243.5,597.9482759
237.5,598.130137
236.3891781,598.1652008
236.1459418,598.1744143
236,598.1836278
235.9513527,598.1928413
236,598.2020548
236,598.2371121
235.259589,598.2721695
233.7787671,598.3072268
231.5575342,598.3422841
228,598.390411
200,598.760274
199.9488584,598.7609658
199.3619863,598.7693545
198.8415525,598.7777432
198.3875571,598.7861319
198,598.7945205
197.9181735,598.7964577
197.8260103,598.7985419
197.7255936,598.8006261
197.6169235,598.8027103
197.5,598.8047945
186.5,598.9965753
185.2724008,599.0177117
183.8146268,599.0529389
183.533302,599.0881662
184.4284264,599.1233934
186.5,599.1586207
196.5,599.2931034
204.5,599.4103448
208,599.4896552
208.4358196,599.499877
208.7933805,599.5100989
209.0726828,599.5203208
209.2737265,599.5305426
209.5,599.5448276
209.7268415,599.5546196
210.0971555,599.5644116
210.6109418,599.5742036
211.2682006,599.5839956
214,599.6206897
222.5,599.7310345
222.7970591,599.7352528
223.0601526,599.739471
223.2892807,599.7436893
223.4844432,599.7479076
223.5,599.7482759
223.6582241,599.7517503
223.8393793,599.7552247
224.0434655,599.7586991
224.2704828,599.7621735
224.5,599.7655172
231,599.862069
231.65625,599.8729955
232.125,599.8839221
232.40625,599.8948487
232.5,599.9057753
232.5,599.9103448
232.5,600
233.5,600.0343643
233.5,600.1030928
233.5504485,600.1123021
233.7017938,600.1215113
233.9540361,600.1307206
234.3071753,600.1399299
234.5,600.1443299
237,600.1993127
237.7778656,600.2170625
238.32359,600.2332436
238.5425205,600.2494247
238.4346571,600.2656058
238,600.2817869
237.6984262,600.2905237
237.4395224,600.2992604
237.2232888,600.3079971
237.0497253,600.3167338
237,600.3195876
236,600.371134
235.9084066,600.3760727
235.8057307,600.3810114
235.6919724,600.3859502
235.5671316,600.3908889
235,600.4123711
233.642255,600.4638009
233.4512144,600.4698438
233.1971584,600.4758867
232.8800869,600.4819296
232.5,600.4879725
201.5,600.9347079
201.3791227,600.9365711
201.2702963,600.9384342
201.1735207,600.9402973
201.088796,600.9421605
198.5,601.0034483
198.491908,601.0036398
198.0560172,601.0130747
197.5454023,601.0225096
196.9600632,601.0319444
196.3,601.0413793
189.5,601.1344828
189.1071583,601.1397972
188.4278084,601.1496755
187.8501653,601.1595538
187.3742292,601.1694321
187,601.1793103
184.5,601.2551724
184.4190069,601.2576465
184.0169414,601.2716832
183.7297517,601.2857198
183.5574379,601.2997565
183.5,601.3137931
183.5,601.4206897
183.5,601.4450366
183.25,601.4829154
182.5,601.5207941
181.25,601.5586729
179.5,601.5965517
173.5,601.7103448
173.0607524,601.7186639
171.358366,601.7631359
170.9474451,601.8076078
171.8279898,601.8520798
174,601.8965517
175.1271724,601.9143417
176.0278707,601.9288597
176.8902414,601.9433777
177.7142845,601.9578958
178.5,601.9724138
179.0189423,601.983259
179.4305172,601.9941042
179.7347248,602.0049494
179.931565,602.0157946
180,602.020979
181,602.0874126
181.20625,602.0987762
181.525,602.1101399
181.95625,602.1215035
182.5,602.1328671
189.5,602.2587413
190.1432692,602.2749854
190.3576923,602.2912296
190.1432692,602.3074738
189.5,602.3237179
188.5,602.3426573
188.1467949,602.3500389
187.8666667,602.3574204
187.6596154,602.3648019
187.525641,602.3721834
187.5,602.3741259
186.5,602.4615385
186.4951923,602.4619027
186.4723558,602.4705529
186.6322115,602.4792031
186.9747596,602.4878533
187.5,602.4965035
222.5,602.979021
222.7794466,602.9831517
223.0289038,602.9872825
223.2483716,602.9914133
223.43785,602.9955441
224.5,603.0206897
224.7852839,603.0269815
225.1096023,603.0332733
225.4729552,603.0395651
225.8753426,603.045857
226.5,603.0551724
243,603.3
243.5315862,603.3079275
244.1740172,603.3188767
244.6328966,603.3298258
244.9082241,603.340775
245,603.3517241
245,603.4344828
245.0428017,603.4409679
245.1712069,603.447453
245.3852155,603.4539381
245.6848276,603.4604232
246.5,603.4758621
251.5,603.5724138
252.5,603.5913532
252.8928448,603.6012735
253.0237931,603.6111938
252.8928448,603.6211142
252.5,603.6310345
249.5,603.6862069
248.6823864,603.7075657
248.4850313,603.7289244
248.907935,603.7502832
249.9510972,603.771642
250,603.7724138
256,603.8689655
259,603.9275862
259.3943084,603.9360008
259.6886513,603.9444154
259.8830287,603.95283
259.9774406,603.9612446
260,603.9655172
260.5,604.0482759
260.5147368,604.0510669
260.5764406,604.0589899
260.6778857,604.0669128
260.8190721,604.0748357
261,604.0827586
263.5,604.1793103
263.8648895,604.1937078
264.0983464,604.2039016
264.2820171,604.2140953
264.4159017,604.224289
264.5,604.2344828
265.5,604.3862069
265.5567484,604.3910647
265.6705657,604.3959224
265.841452,604.4007802
266.0694072,604.4056379
266.5,604.4137931
270.5,604.4896552
271.4355623,604.5130466
271.7721177,604.536438
271.5096663,604.5598294
270.6482079,604.5832208
270.5,604.5862069
262,604.7551724
253,604.8689655
221,605.4809689
220.3576125,605.4931353
219.6990701,605.5099899
219.5032872,605.5268445
219.7702638,605.543699
220.5,605.5605536
227,605.6747405
229,605.7681661
252.5,606.174216
253.2436824,606.1873795
253.5944247,606.1945416
253.8373917,606.2017037
253.9725835,606.2088658
254,606.2160279
253.5,606.3519164
253.5390692,606.3635234
253.7420756,606.3751304
254.1090193,606.3867374
254.6399004,606.3983444
255.5,606.4146341
256.4720867,606.4330449
257.5528455,606.4650276
257.4177507,606.4970102
256.0668022,606.5289929
253.5,606.5609756
246,606.6376307
244.8893979,606.6506147
244.1352854,606.6635987
243.7376625,606.6765828
243.6965291,606.6895668
243.7,606.6898955
244.5,606.7665505
247.5,606.8815331
