,Time(sec),Distance(feet),SOC,Elevation(feet),Surplus(Foot-pound)
218,215.5525119999984,9484.310527999929,0.0,16.217857053469636,0.0
219,216.5525119999984,9528.310527999929,0.0,16.174404667551283,0.0
220,217.5525119999984,9572.310527999929,0.0,16.13095228163293,0.0
221,218.5525119999984,9616.310527999929,0.0,16.087499895714576,0.0
222,219.5525119999984,9660.310527999929,0.0,16.044047509796222,0.0
223,219.56620800000564,9660.913152000248,0.0,16.0,0.0
224,220.56620800000564,9704.913152000248,0.0,16.0,0.0
225,221.56620800000564,9748.913152000248,0.0,16.0,0.0
226,222.56620800000564,9792.913152000248,0.0,16.0,0.0
227,223.56620800000564,9836.913152000248,0.0,16.0,0.0
228,224.56620800000564,9880.913152000248,0.0,16.0,0.0
229,225.56620800000564,9924.913152000248,0.0,16.0,0.0
230,226.56620800000564,9968.913152000248,0.0,16.0,0.0
231,227.56620800000564,10012.913152000248,0.0,16.0,0.0
232,228.56620800000564,10056.913152000248,0.0,16.0,0.0
233,229.56620800000564,10100.913152000248,0.0,16.0,0.0
234,230.56620800000564,10144.913152000248,0.0,16.0,0.0
235,231.56620800000564,10188.913152000248,0.0,16.0,0.0
236,232.56620800000564,10232.913152000248,0.0,16.0,0.0
237,233.56620800000564,10276.913152000248,0.0,16.0,0.0
238,234.56620800000564,10320.913152000248,0.0,16.0,0.0
239,235.56620800000564,10364.913152000248,0.0,16.0,0.0
240,236.56620800000564,10408.913152000248,0.0,16.0,0.0
241,237.56620800000564,10452.913152000248,0.0,16.0,0.0
242,238.56620800000564,10496.913152000248,0.0,16.0,0.0
243,239.56620800000564,10540.913152000248,0.0,16.0,0.0
244,240.56620800000564,10584.913152000248,0.0,16.0,0.0
245,241.56620800000564,10628.913152000248,0.0,16.0,0.0
246,242.56620800000564,10672.913152000248,0.0,16.0,0.0
247,243.56620800000564,10716.913152000248,0.0,16.0,0.0
248,244.56620800000564,10760.913152000248,0.0,16.0,0.0
249,245.56620800000564,10804.913152000248,0.0,16.0,0.0
250,246.56620800000564,10848.913152000248,0.0,16.0,0.0
251,247.56620800000564,10892.913152000248,0.0,16.0,0.0
252,248.56620800000564,10936.913152000248,0.0,16.0,0.0
253,249.56620800000564,10980.913152000248,0.0,16.0,0.0
254,250.56620800000564,11024.913152000248,0.0,16.0,0.0
255,251.56620800000564,11068.913152000248,0.0,16.0,0.0
256,252.56620800000564,11112.913152000248,0.0,16.0,0.0
257,253.56620800000564,11156.913152000248,0.0,16.0,0.0
258,254.56620800000564,11200.913152000248,0.0,16.0,0.0
259,255.56620800000564,11244.913152000248,0.0,16.0,0.0
260,256.56620800000564,11288.913152000248,0.0,16.0,0.0
261,257.56620800000564,11332.913152000248,0.0,16.0,0.0
262,258.56620800000564,11376.913152000248,0.0,16.0,0.0
263,259.56620800000564,11420.913152000248,0.0,16.0,0.0
264,260.56620800000564,11464.913152000248,0.0,16.0,0.0
265,261.56620800000564,11508.913152000248,0.0,16.0,0.0
266,262.56620800000564,11552.913152000248,0.0,16.0,0.0
267,263.56620800000564,11596.913152000248,0.0,16.0,0.0
268,264.56620800000564,11640.913152000248,0.0,16.0,0.0
269,265.56620800000564,11684.913152000248,0.0,16.0,0.0
270,266.56620800000564,11728.913152000248,0.0,16.0,0.0
271,267.56620800000564,11772.913152000248,0.0,16.0,0.0
272,268.56620800000564,11816.913152000248,0.0,16.0,0.0
273,269.56620800000564,11860.913152000248,0.0,16.0,0.0
274,270.56620800000564,11904.913152000248,0.0,16.0,0.0
275,271.56620800000564,11948.913152000248,0.0,16.0,0.0
276,272.56620800000564,11992.913152000248,0.0,16.0,0.0
277,273.56620800000564,12036.913152000248,0.0,16.0,0.0
278,274.56620800000564,12080.913152000248,0.0,16.0,0.0
279,275.56620800000564,12124.913152000248,0.0,16.0,0.0
280,276.56620800000564,12168.913152000248,0.0,16.0,0.0
281,277.56620800000564,12212.913152000248,0.0,16.0,0.0
282,278.56620800000564,12256.913152000248,0.0,16.0,0.0
283,279.56620800000564,12300.913152000248,0.0,16.0,0.0
284,280.56620800000564,12344.913152000248,0.0,16.0,0.0
285,281.56620800000564,12388.913152000248,0.0,16.0,0.0
286,282.56620800000564,12432.913152000248,0.0,16.0,0.0
287,283.56620800000564,12476.913152000248,0.0,16.0,0.0
288,284.56620800000564,12520.913152000248,0.0,16.0,0.0
289,285.56620800000564,12564.913152000248,0.0,16.0,0.0
290,286.56620800000564,12608.913152000248,0.0,16.0,0.0
291,287.56620800000564,12652.913152000248,0.0,16.0,0.0
292,288.56620800000564,12696.913152000248,0.0,16.0,0.0
293,289.56620800000564,12740.913152000248,0.0,16.0,0.0
294,290.56620800000564,12784.913152000248,0.0,16.0,0.0
295,291.56620800000564,12828.913152000248,0.0,16.0,0.0
296,292.56620800000564,12872.913152000248,0.0,16.0,0.0
297,293.56620800000564,12916.913152000248,0.0,16.0,0.0
298,294.56620800000564,12960.913152000248,0.0,16.0,0.0
299,295.56620800000564,13004.913152000248,0.0,16.0,0.0
300,296.56620800000564,13048.913152000248,0.0,16.0,0.0
301,297.56620800000564,13092.913152000248,0.0,16.0,0.0
302,298.56620800000564,13136.913152000248,0.0,16.0,0.0
303,299.56620800000564,13180.913152000248,0.0,16.0,0.0
304,300.56620800000564,13224.913152000248,0.0,16.0,0.0
305,301.56620800000564,13268.913152000248,0.0,16.0,0.0
306,302.56620800000564,13312.913152000248,0.0,16.0,0.0
307,303.56620800000564,13356.913152000248,0.0,16.0,0.0
308,304.56620800000564,13400.913152000248,0.0,16.0,0.0
309,305.56620800000564,13444.913152000248,0.0,16.0,0.0
310,306.56620800000564,13488.913152000248,0.0,16.0,0.0
311,307.56620800000564,13532.913152000248,0.0,16.0,0.0
312,308.56620800000564,13576.913152000248,0.0,16.0,0.0
313,309.56620800000564,13620.913152000248,0.0,16.0,0.0
314,310.56620800000564,13664.913152000248,0.0,16.0,0.0
315,311.56620800000564,13708.913152000248,0.0,16.0,0.0
316,312.56620800000564,13752.913152000248,0.0,16.0,0.0
317,313.56620800000564,13796.913152000248,0.0,16.0,0.0
318,314.56620800000564,13840.913152000248,0.0,16.0,0.0
319,315.56620800000564,13884.913152000248,0.0,16.0,0.0
320,316.56620800000564,13928.913152000248,0.0,16.0,0.0
321,317.56620800000564,13972.913152000248,0.0,16.0,0.0
322,318.56620800000564,14016.913152000248,0.0,16.0,0.0
323,319.56620800000564,14060.913152000248,0.0,16.0,0.0
324,320.56620800000564,14104.913152000248,0.0,16.0,0.0
325,321.56620800000564,14148.913152000248,0.0,16.0,0.0
326,322.56620800000564,14192.913152000248,0.0,16.0,0.0
327,323.56620800000564,14236.913152000248,0.0,16.0,0.0
328,324.56620800000564,14280.913152000248,0.0,16.0,0.0
329,325.56620800000564,14324.913152000248,0.0,16.0,0.0
330,326.56620800000564,14368.913152000248,0.0,16.0,0.0
331,327.56620800000564,14412.913152000248,0.0,16.0,0.0
332,328.56620800000564,14456.913152000248,0.0,16.0,0.0
333,329.56620800000564,14500.913152000248,0.0,16.0,0.0
334,330.56620800000564,14544.913152000248,0.0,16.0,0.0
335,331.56620800000564,14588.913152000248,0.0,16.0,0.0
336,332.56620800000564,14632.913152000248,0.0,16.0,0.0
337,333.56620800000564,14676.913152000248,0.0,16.0,0.0
338,334.56620800000564,14720.913152000248,0.0,16.0,0.0
339,335.56620800000564,14764.913152000248,0.0,16.0,0.0
340,336.56620800000564,14808.913152000248,0.0,16.0,0.0
341,337.56620800000564,14852.913152000248,0.0,16.0,0.0
342,338.56620800000564,14896.913152000248,0.0,16.0,0.0
343,339.56620800000564,14940.913152000248,0.0,16.0,0.0
344,340.56620800000564,14984.913152000248,0.0,16.0,0.0
345,341.56620800000564,15028.913152000248,0.0,16.0,0.0
346,342.56620800000564,15072.913152000248,0.0,16.0,0.0
347,343.56620800000564,15116.913152000248,0.0,16.0,0.0
348,344.56620800000564,15160.913152000248,0.0,16.0,0.0
349,345.56620800000564,15204.913152000248,0.0,16.0,0.0
350,346.56620800000564,15248.913152000248,0.0,16.0,0.0
351,347.56620800000564,15292.913152000248,0.0,16.0,0.0
352,348.56620800000564,15336.913152000248,0.0,16.0,0.0
353,349.56620800000564,15380.913152000248,0.0,16.0,0.0
354,350.56620800000564,15424.913152000248,0.0,16.0,0.0
355,351.56620800000564,15468.913152000248,0.0,16.0,0.0
356,352.56620800000564,15512.913152000248,0.0,16.0,0.0
357,353.56620800000564,15556.913152000248,0.0,16.0,0.0
358,354.56620800000564,15600.913152000248,0.0,16.0,0.0
359,355.56620800000564,15644.913152000248,0.0,16.0,0.0
360,356.56620800000564,15688.913152000248,0.0,16.0,0.0
361,357.56620800000564,15732.913152000248,0.0,16.0,0.0
362,358.56620800000564,15776.913152000248,0.0,16.0,0.0
363,359.56620800000564,15820.913152000248,0.0,16.0,0.0
364,360.56620800000564,15864.913152000248,0.0,16.0,0.0
365,361.56620800000564,15908.913152000248,0.0,16.0,0.0
366,362.56620800000564,15952.913152000248,0.0,16.0,0.0
367,363.56620800000564,15996.913152000248,0.0,16.0,0.0
368,364.56620800000564,16040.913152000248,0.0,16.0,0.0
369,365.56620800000564,16084.913152000248,0.0,16.0,0.0
370,366.56620800000564,16128.913152000248,0.0,16.0,0.0
371,367.56620800000564,16172.913152000248,0.0,16.0,0.0
372,368.56620800000564,16216.913152000248,0.0,16.0,0.0
373,369.56620800000564,16260.913152000248,0.0,16.0,0.0
374,370.56620800000564,16304.913152000248,0.0,16.0,0.0
375,371.56620800000564,16348.913152000248,0.0,16.0,0.0
376,372.56620800000564,16392.91315200025,0.0,16.0,0.0
377,373.56620800000564,16436.91315200025,0.0,16.0,0.0
378,374.56620800000564,16480.91315200025,0.0,16.0,0.0
379,375.56620800000564,16524.91315200025,0.0,16.0,0.0
380,376.56620800000564,16568.91315200025,0.0,16.0,0.0
381,377.37442799999826,16604.474831999923,0.0,16.0,0.0
382,378.37442799999826,16648.474831999923,0.0,16.0,0.0
383,379.37442799999826,16692.474831999923,0.0,16.04420170518156,0.0
384,380.37442799999826,16736.474831999923,0.0,16.08840341036312,0.0
385,381.37442799999826,16780.474831999923,0.0,16.13260511554468,0.0
386,382.37442799999826,16824.474831999923,0.0,16.17680682072624,0.0
387,383.37442799999826,16868.474831999923,0.0,16.221008525907802,0.0
388,384.37442799999826,16912.474831999923,0.0,16.265210231089362,0.0
389,385.37442799999826,16956.474831999923,0.0,16.309411936270923,0.0
390,386.37442799999826,17000.474831999923,0.0,16.353613641452483,0.0
391,387.37442799999826,17044.474831999923,0.0,16.397815346634044,0.0
392,388.37442799999826,17088.474831999923,0.0,16.442017051815604,0.0
393,389.37442799999826,17132.474831999923,0.0,16.486218756997165,0.0
394,390.37442799999826,17176.474831999923,0.0,16.530420462178725,0.0
395,391.37442799999826,17220.474831999923,0.0,16.574622167360285,0.0
396,392.37442799999826,17264.474831999923,0.0,16.618823872541846,0.0
397,393.37442799999826,17308.474831999923,0.0,16.663025577723406,0.0
398,394.37442799999826,17352.474831999923,0.0,16.707227282904967,0.0
399,395.37442799999826,17396.474831999923,0.0,16.751428988086527,0.0
400,396.37442799999826,17440.474831999923,0.0,16.795630693268087,0.0
401,397.37442799999826,17484.474831999923,0.0,16.839832398449648,0.0
402,398.37442799999826,17528.474831999923,0.0,16.88403410363121,0.0
403,399.37442799999826,17572.474831999923,0.0,16.92823580881277,0.0
404,400.37442799999826,17616.474831999923,0.0,16.97243751399433,0.0
405,401.37442799999826,17660.474831999923,0.0,17.01663921917589,0.0
406,402.37442799999826,17704.474831999923,0.0,17.06084092435745,0.0
407,403.37442799999826,17748.474831999923,0.0,17.10504262953901,0.0
408,404.37442799999826,17792.474831999923,0.0,17.14924433472057,0.0
409,405.37442799999826,17836.474831999923,0.0,17.19344603990213,0.0
410,406.37442799999826,17880.474831999923,0.0,17.23764774508369,0.0
411,407.37442799999826,17924.474831999923,0.0,17.281849450265252,0.0
412,408.37442799999826,17968.474831999923,0.0,17.326051155446812,0.0
413,409.37442799999826,18012.474831999923,0.0,17.370252860628373,0.0
414,410.37442799999826,18056.474831999923,0.0,17.414454565809933,0.0
415,411.37442799999826,18100.474831999923,0.0,17.458656270991494,0.0
