,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
117,117.0,5148.0,0.9903555790960441,0.0
118,118.0,5192.0,0.9902731481481469,0.0
119,119.0,5236.0,0.99019071720025,0.0
120,120.0,5280.0,0.9901082862523529,0.0
121,121.0,5324.0,0.9900258553044557,0.0
122,122.0,5368.0,0.9899434243565587,0.0
123,123.0,5412.0,0.9898609934086616,0.0
124,124.0,5456.0,0.9897785624607645,0.0
125,125.0,5500.0,0.9896961315128675,0.0
126,126.0,5544.0,0.9896137005649707,0.0
127,127.0,5588.0,0.9895312696170735,0.0
128,128.0,5632.0,0.9894488386691765,0.0
129,129.0,5676.0,0.9893664077212795,0.0
130,130.0,5720.0,0.9892839767733823,0.0
131,131.0,5764.0,0.9892015458254851,0.0
132,132.0,5808.0,0.9891191148775882,0.0
133,133.0,5852.0,0.989036683929691,0.0
134,134.0,5896.0,0.9889542529817941,0.0
135,135.0,5940.0,0.988871822033897,0.0
136,136.0,5984.0,0.9887893910859998,0.0
137,137.0,6028.0,0.9887069601381027,0.0
138,138.0,6072.0,0.9886245291902057,0.0
139,139.0,6116.0,0.9885420982423088,0.0
140,140.0,6160.0,0.9884596672944117,0.0
141,141.0,6204.0,0.9883772363465145,0.0
142,142.0,6248.0,0.9882948053986176,0.0
143,143.0,6292.0,0.9882123744507206,0.0
144,144.0,6336.0,0.9881299435028236,0.0
145,145.0,6380.0,0.9880475125549264,0.0
146,146.0,6424.0,0.9879650816070292,0.0
147,147.0,6468.0,0.9878826506591323,0.0
148,148.0,6512.0,0.9878002197112353,0.0
149,149.0,6556.0,0.9877177887633383,0.0
150,150.0,6600.0,0.9876353578154411,0.0
151,151.0,6644.0,0.9875529268675441,0.0
152,152.0,6688.0,0.987470495919647,0.0
153,153.0,6732.0,0.98738806497175,0.0
154,154.0,6776.0,0.987305634023853,0.0
155,155.0,6820.0,0.9872232030759558,0.0
156,156.0,6864.0,0.9871407721280586,0.0
157,157.0,6908.0,0.9870583411801617,0.0
158,158.0,6952.0,0.9869759102322645,0.0
159,159.0,6996.0,0.9868934792843675,0.0
160,160.0,7040.0,0.9868110483364707,0.0
161,161.0,7084.0,0.9867286173885735,0.0
162,162.0,7128.0,0.9866461864406765,0.0
163,163.0,7172.0,0.9865637554927795,0.0
164,164.0,7216.0,0.9864813245448826,0.0
165,165.0,7260.0,0.9863988935969857,0.0
166,166.0,7304.0,0.9863164626490886,0.0
167,167.0,7348.0,0.9862340317011916,0.0
168,168.0,7392.0,0.9861516007532946,0.0
169,169.0,7436.0,0.9860691698053974,0.0
170,170.0,7480.0,0.9859867388575002,0.0
171,171.0,7524.0,0.9859043079096033,0.0
